Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:04:53.982,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.05, 0.008, 0.988, -0.61, 0.549, 0, 0.549, 2.845, -94.526, -42.042, -3.724, -23.422, 23.43, 0.67844, 0.02347, 0.01172, -0.7341,
 15:04:53.982,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.05, 0.008, 0.988, -0.061, 0.366, 0, 0.549, 2.845, -94.526, -42.042, -3.724, -23.422, 23.43, 0.67844, 0.02347, 0.01172, -0.7341,
 15:04:54.012,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.051, 0.008, 0.988, -0.061, 0.366, 0, 0.549, 2.851, -94.526, -42.042, -3.528, -23.422, 23.43, 0.67844, 0.02347, 0.01172, -0.7341,
 15:04:54.012,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.051, 0.01, 0.985, -0.061, 0, 0, 0.549, 2.851, -94.521, -42.042, -3.528, -23.422, 23.43, 0.67844, 0.02347, 0.01172, -0.7341,
 15:04:54.012,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.051, 0.01, 0.985, -0.061, 0, 0, 0.549, 2.851, -94.521, -42.042, -3.528, -23.422, 23.43, 0.67844, 0.02347, 0.01172, -0.7341,
 15:04:54.012,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.051, 0.009, 0.988, 0, -0.488, 0, 0.549, 2.845, -94.521, -42.042, -3.528, -23.422, 23.43, 0.67844, 0.02347, 0.01172, -0.7341,
 15:04:54.073,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.046, 0.009, 0.988, 0, -0.488, 0, 0.549, 2.84, -94.521, -42.042, -3.528, -23.422, 23.43, 0.67844, 0.02347, 0.01172, -0.7341,
 15:04:54.073,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.046, 0.01, 0.987, -0.061, -0.671, 0, 0.549, 2.834, -94.521, -42.042, -3.528, -23.422, 23.43, 0.67844, 0.02347, 0.01172, -0.7341,
 15:04:54.073,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.042, 0.01, 0.987, -0.061, -0.671, 0, 0.549, 2.829, -94.515, -42.042, -3.528, -23.422, 23.43, 0.67844, 0.02347, 0.01172, -0.7341,
 15:04:54.073,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.045, 0.01, 0.987, -0.061, -0.305, 0, 0.549, 2.823, -94.515, -42.042, -3.528, -23.422, 23.43, 0.67844, 0.02347, 0.01172, -0.7341,
 15:04:54.103,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.045, 0.009, 0.988, 0.122, 0.244, 0, 0.549, 2.823, -94.515, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.103,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.051, 0.009, 0.988, 0.122, 0.244, 0, 0.549, 2.823, -94.515, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.103,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.051, 0.009, 0.983, 0.183, 0.183, 0, 0.555, 2.823, -94.515, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.103,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.049, 0.009, 0.983, 0.183, 0.183, 0, 0.555, 2.829, -94.515, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.162,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.049, 0.01, 0.987, 0, -0.122, 0, 0.555, 2.829, -94.51, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.162,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.047, 0.01, 0.987, 0, -0.122, 0, 0.555, 2.823, -94.51, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.162,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.047, 0.009, 0.987, 0, -0.122, 0, 0.555, 2.823, -94.51, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.162,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:34.705, -0.047, 0.009, 0.987, 0, -0.122, 0, 0.555, 2.823, -94.51, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.193,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.047, 0.009, 0.986, 0, -0.122, 0, 0.555, 2.823, -94.51, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.193,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.046, 0.009, 0.986, 0, -0.122, 0, 0.555, 2.818, -94.51, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.193,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.046, 0.01, 0.986, 0.122, -0.122, 0, 0.56, 2.818, -94.504, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.193,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.047, 0.01, 0.986, 0.122, -0.122, 0, 0.56, 2.818, -94.504, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.222,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.047, 0.01, 0.986, -0.061, 0, 0, 0.56, 2.818, -94.504, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.222,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.047, 0.01, 0.986, -0.061, 0, 0, 0.56, 2.818, -94.504, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.222,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.047, 0.01, 0.985, -0.122, 0, 0, 0.56, 2.818, -94.504, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.222,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.047, 0.01, 0.985, -0.122, 0, 0, 0.555, 2.818, -94.504, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.253,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.047, 0.011, 0.988, -0.183, 0, 0, 0.555, 2.812, -94.504, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.253,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.011, 0.988, -0.183, 0, 0, 0.555, 2.812, -94.499, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.253,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.009, 0.986, -0.122, 0.183, 0, 0.555, 2.812, -94.499, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.253,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.009, 0.986, -0.122, 0.183, 0, 0.549, 2.818, -94.499, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.343,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.01, 0.987, 0, 0.061, 0, 0.549, 2.818, -94.499, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.343,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.047, 0.01, 0.987, 0, 0.061, 0, 0.549, 2.818, -94.493, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.343,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.047, 0.008, 0.986, 0, 0.061, 0, 0.549, 2.818, -94.493, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.343,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.008, 0.986, 0, 0.061, 0, 0.549, 2.818, -94.493, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.345,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.01, 0.986, 0.122, 0.122, 0, 0.549, 2.818, -94.493, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.345,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.01, 0.986, 0.122, 0.122, 0, 0.555, 2.818, -94.493, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.345,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.011, 0.986, 0, 0.122, 0, 0.555, 2.823, -94.488, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.345,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.011, 0.986, 0, 0.122, 0, 0.555, 2.823, -94.488, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.373,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.011, 0.986, -0.061, 0, 0, 0.555, 2.823, -94.488, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.373,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.011, 0.986, -0.061, 0, 0, 0.555, 2.823, -94.488, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.373,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.01, 0.986, -0.183, -0.122, 0, 0.549, 2.823, -94.488, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.373,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.046, 0.01, 0.986, -0.183, -0.122, 0, 0.549, 2.818, -94.488, -42.042, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.433,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.046, 0.008, 0.987, -0.061, -0.061, 0, 0.549, 2.818, -94.488, -42.140, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.433,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.045, 0.008, 0.987, -0.061, -0.061, 0, 0.549, 2.818, -94.488, -42.140, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.433,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.045, 0.009, 0.987, 0.122, 0.122, 0, 0.549, 2.818, -94.488, -42.140, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.433,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.049, 0.009, 0.987, 0.122, 0.122, 0, 0.549, 2.818, -94.482, -42.140, -3.528, -23.422, 23.43, 0.67831, 0.02142, 0.01324, -0.73425,
 15:04:54.463,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.049, 0.01, 0.986, 0.061, 0.244, 0, 0.549, 2.818, -94.482, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.463,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.049, 0.01, 0.986, 0.061, 0.244, 0, 0.549, 2.823, -94.482, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.463,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.049, 0.011, 0.986, 0, 0, 0, 0.555, 2.823, -94.482, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.463,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.011, 0.986, 0, 0, 0, 0.555, 2.823, -94.482, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.493,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.008, 0.987, 0, -0.061, 0, 0.555, 2.823, -94.482, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.493,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.045, 0.008, 0.987, 0, -0.061, 0, 0.555, 2.823, -94.482, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.493,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.045, 0.009, 0.988, 0.305, 0.122, 0, 0.555, 2.823, -94.482, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.493,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.060, -0.048, 0.009, 0.988, 0.305, 0.122, 0, 0.555, 2.823, -94.482, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.583,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.048, 0.008, 0.986, 0.671, 0.305, 0, 0.566, 2.823, -94.482, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.583,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.05, 0.008, 0.986, 0.671, 0.305, 0, 0.571, 2.829, -94.482, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.583,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.05, 0.011, 0.984, 0.366, 0.305, 0, 0.571, 2.829, -94.482, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.583,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.052, 0.011, 0.984, 0.366, 0.305, 0, 0.577, 2.834, -94.477, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.584,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.052, 0.013, 0.985, -0.061, -0.122, 0, 0.577, 2.834, -94.477, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.584,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.049, 0.013, 0.985, -0.061, -0.122, 0, 0.577, 2.829, -94.477, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.584,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.049, 0.013, 0.986, -0.671, -0.366, 0, 0.571, 2.829, -94.477, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.584,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.044, 0.013, 0.986, -0.671, -0.366, 0, 0.566, 2.823, -94.477, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.613,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.044, 0.008, 0.987, -0.549, -0.244, 0, 0.56, 2.823, -94.477, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.613,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.043, 0.008, 0.987, -0.549, -0.244, 0, 0.555, 2.818, -94.477, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.613,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.043, 0.007, 0.988, 0, 0.183, 0, 0.555, 2.818, -94.477, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.613,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.046, 0.007, 0.988, 0, 0.183, 0, 0.555, 2.823, -94.471, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.673,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.046, 0.008, 0.986, 0.366, 0.671, 0, 0.555, 2.829, -94.471, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.673,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.052, 0.008, 0.986, 0.366, 0.671, 0, 0.56, 2.834, -94.471, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.673,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.052, 0.01, 0.986, 0.488, 0.488, 0, 0.566, 2.84, -94.471, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.673,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.051, 0.01, 0.986, 0.488, 0.488, 0, 0.571, 2.84, -94.471, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.704,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.051, 0.013, 0.985, 0, 0.122, 0, 0.571, 2.845, -94.471, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.704,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.05, 0.013, 0.985, 0, 0.122, 0, 0.571, 2.845, -94.471, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.704,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.05, 0.009, 0.986, -0.183, -0.244, 0, 0.571, 2.84, -94.471, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.704,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.047, 0.009, 0.986, -0.183, -0.244, 0, 0.566, 2.84, -94.471, -42.140, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.763,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.047, 0.01, 0.987, -0.183, -0.305, 0, 0.566, 2.834, -94.471, -42.042, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.763,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.044, 0.01, 0.987, -0.183, -0.305, 0, 0.566, 2.834, -94.471, -42.042, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.763,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.044, 0.008, 0.987, 0, -0.061, 0, 0.566, 2.834, -94.466, -42.042, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.763,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.047, 0.008, 0.987, 0, -0.061, 0, 0.566, 2.834, -94.466, -42.042, -3.528, -23.422, 23.43, 0.67856, 0.02136, 0.01315, -0.73407,
 15:04:54.793,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.047, 0.009, 0.986, 0.305, 0.122, 0, 0.566, 2.834, -94.466, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.793,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.049, 0.009, 0.986, 0.305, 0.122, 0, 0.571, 2.834, -94.466, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.793,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.049, 0.009, 0.987, 0.427, 0.122, 0, 0.577, 2.834, -94.46, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.793,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.049, 0.009, 0.987, 0.427, 0.122, 0, 0.577, 2.834, -94.46, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.824,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.049, 0.011, 0.986, 0.488, 0.061, 0, 0.582, 2.834, -94.46, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.824,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.049, 0.011, 0.986, 0.488, 0.061, 0, 0.588, 2.834, -94.46, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.824,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.049, 0.012, 0.987, 0.366, 0.183, 0, 0.593, 2.84, -94.46, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.824,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.420, -0.052, 0.012, 0.987, 0.366, 0.183, 0, 0.593, 2.84, -94.46, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.884,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.745, -0.052, 0.011, 0.986, 0, -0.061, 0, 0.593, 2.84, -94.46, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.884,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.745, -0.051, 0.011, 0.986, 0, -0.061, 0, 0.593, 2.84, -94.455, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.884,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.745, -0.051, 0.01, 0.986, -0.183, -0.488, 0, 0.593, 2.834, -94.455, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.884,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.745, -0.045, 0.01, 0.986, -0.183, -0.488, 0, 0.593, 2.829, -94.455, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.913,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.745, -0.045, 0.009, 0.987, -0.122, -0.61, 0, 0.593, 2.823, -94.455, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.913,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.745, -0.04, 0.009, 0.987, -0.122, -0.61, 0, 0.588, 2.818, -94.455, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.913,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.745, -0.04, 0.01, 0.987, 0.305, -0.061, 0, 0.593, 2.818, -94.455, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
 15:04:54.913,d3:c7:8d:a5:a9:b5, 2015-01-01 00:05:35.745, -0.047, 0.01, 0.987, 0.305, -0.061, 0, 0.593, 2.812, -94.455, -42.042, -3.528, -23.422, 23.43, 0.67868, 0.02155, 0.01312, -0.73395,
